id_student,code_module,code_presentation,sum_click,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
605306,GGG,2013J,293,F,London Region,Lower Than A Level,60-70%,0-35,0,90,N,Withdrawn
605309,BBB,2013J,57,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
605312,FFF,2014B,5189,M,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
605313,DDD,2013J,191,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
605313,DDD,2014J,7,M,North Region,A Level or Equivalent,30-40%,0-35,1,90,N,Withdrawn
605325,GGG,2013J,92,F,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail
605327,BBB,2013J,360,F,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,Fail
605361,EEE,2013J,1775,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction
605367,CCC,2014J,1581,M,London Region,A Level or Equivalent,50-60%,35-55,0,90,N,Fail
605367,EEE,2014B,5665,M,London Region,A Level or Equivalent,50-60%,35-55,0,30,N,Pass
605370,FFF,2014B,540,M,Wales,A Level or Equivalent,50-60%,0-35,0,120,N,Fail
605372,FFF,2013J,103,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
605375,GGG,2014B,594,F,London Region,A Level or Equivalent,10-20,35-55,1,60,Y,Pass
605383,BBB,2014J,19,F,North Region,A Level or Equivalent,10-20,0-35,0,180,N,Withdrawn
605390,BBB,2013J,958,F,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,Pass
605394,FFF,2013J,76,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail
605394,FFF,2014J,1654,M,North Western Region,A Level or Equivalent,80-90%,0-35,1,90,N,Fail
605409,FFF,2013J,6066,F,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction
605438,BBB,2013J,823,F,Scotland,Post Graduate Qualification,60-70%,35-55,0,60,N,Distinction
605445,GGG,2014B,613,F,London Region,Lower Than A Level,40-50%,0-35,1,60,N,Pass
605459,CCC,2014J,219,M,South West Region,Lower Than A Level,90-100%,0-35,0,150,N,Withdrawn
605459,FFF,2013J,2097,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
605468,CCC,2014J,266,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,Y,Withdrawn
605475,FFF,2014B,6323,M,Scotland,A Level or Equivalent,60-70%,0-35,0,180,N,Pass
605476,DDD,2013J,735,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
605480,EEE,2013J,625,M,North Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
605488,DDD,2014J,929,F,Scotland,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
605493,FFF,2014B,2359,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
605505,BBB,2013J,129,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn
605521,GGG,2013J,393,F,London Region,A Level or Equivalent,50-60%,0-35,0,30,N,Distinction
605522,FFF,2014B,839,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
605538,FFF,2013J,3599,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass
605540,CCC,2014J,1847,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,Y,Distinction
605540,DDD,2013J,3867,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,Y,Distinction
605541,EEE,2014J,128,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,Y,Fail
605545,CCC,2014J,106,M,South East Region,Post Graduate Qualification,40-50%,35-55,0,60,N,Fail
605545,EEE,2013J,351,M,South East Region,Post Graduate Qualification,40-50%,35-55,0,60,N,Withdrawn
605545,EEE,2014J,212,M,South East Region,Post Graduate Qualification,40-50%,35-55,1,60,N,Fail
605556,GGG,2014B,270,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass
605561,DDD,2013J,510,M,Scotland,Lower Than A Level,90-100%,0-35,0,60,N,Fail
605571,CCC,2014B,4601,F,Scotland,HE Qualification,70-80%,35-55,0,90,N,Pass
605571,FFF,2013J,10207,F,Scotland,HE Qualification,70-80%,35-55,0,90,N,Distinction
605587,EEE,2013J,445,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
605589,FFF,2013J,3435,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Pass
605594,BBB,2013J,62,F,London Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail
605595,BBB,2013J,464,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,Y,Fail
605596,DDD,2014B,944,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass
605597,BBB,2014B,130,F,Scotland,HE Qualification,40-50%,0-35,1,120,N,Fail
605598,FFF,2013J,5099,F,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
605621,FFF,2013J,2778,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
605652,DDD,2013J,22,F,South Region,A Level or Equivalent,90-100%,0-35,0,180,N,Withdrawn
605652,DDD,2014B,321,F,South Region,A Level or Equivalent,90-100%,0-35,1,180,N,Pass
605666,CCC,2014J,230,M,East Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Pass
605666,FFF,2013J,1487,M,East Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Pass
605672,BBB,2014B,385,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass
605676,DDD,2014J,9,M,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
605679,BBB,2013J,78,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
605682,FFF,2014J,3814,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
605688,CCC,2014B,1790,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction
605688,EEE,2014B,1566,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
605691,BBB,2013J,29,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,Y,Withdrawn
605692,GGG,2013J,252,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass
605693,BBB,2014B,509,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
605695,DDD,2014B,819,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
605702,GGG,2014B,261,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,30,N,Fail
605703,CCC,2014B,754,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Distinction
605703,DDD,2013J,1296,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass
605733,GGG,2013J,599,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass
605756,FFF,2013J,2615,M,South East Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass
605759,DDD,2014B,668,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn
605759,DDD,2014J,3923,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,1,90,N,Pass
605770,BBB,2014J,539,F,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
605771,BBB,2014J,5319,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,Y,Pass
605781,DDD,2014B,1051,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
605828,GGG,2014B,396,F,South East Region,Lower Than A Level,60-70%,35-55,0,30,Y,Pass
605832,BBB,2013J,167,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass
605836,EEE,2014J,2358,M,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction
605840,CCC,2014J,953,M,North Region,A Level or Equivalent,?,0-35,1,60,Y,Fail
605854,BBB,2013J,191,M,East Anglian Region,A Level or Equivalent,0-10%,35-55,0,60,N,Fail
605859,DDD,2013J,343,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn
605859,DDD,2014J,26,M,East Anglian Region,Lower Than A Level,80-90%,0-35,1,60,N,Fail
605861,GGG,2013J,133,F,East Anglian Region,No Formal quals,20-30%,0-35,0,30,Y,Fail
605868,CCC,2014J,6141,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,30,N,Distinction
605876,DDD,2014J,3449,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
605882,BBB,2013J,6,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
605885,DDD,2013J,352,M,Ireland,HE Qualification,?,0-35,0,70,N,Withdrawn
605886,FFF,2013J,3629,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Fail
605890,DDD,2014B,75,M,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Fail
605901,BBB,2014J,296,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn
605901,GGG,2013J,441,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,30,Y,Distinction
605905,FFF,2013J,238,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail
605908,EEE,2013J,218,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
605916,BBB,2013J,2713,F,South Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass
605920,GGG,2013J,661,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,30,N,Pass
605921,FFF,2013J,17,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
605930,BBB,2013J,172,F,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,Pass
605939,GGG,2013J,39,M,London Region,Lower Than A Level,10-20,35-55,0,30,N,Withdrawn
605940,FFF,2013J,108,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn
605941,DDD,2013J,2233,F,South West Region,Lower Than A Level,50-60%,0-35,0,90,Y,Pass
605954,FFF,2013J,1375,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail
605956,BBB,2014B,4,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
605974,FFF,2013J,5456,M,North Region,HE Qualification,?,0-35,0,180,N,Pass
605977,GGG,2013J,477,M,South Region,Lower Than A Level,10-20,35-55,0,30,N,Distinction
605988,FFF,2013J,5902,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass
605993,FFF,2013J,3251,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail
605996,BBB,2014B,189,F,Ireland,A Level or Equivalent,50-60%,0-35,0,120,N,Pass
606002,FFF,2013J,3028,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
606004,BBB,2014J,15,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
606006,FFF,2013J,892,M,North Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn
606027,BBB,2014J,1490,F,South West Region,Lower Than A Level,70-80%,0-35,0,60,Y,Pass
606028,GGG,2013J,962,F,South West Region,A Level or Equivalent,30-40%,0-35,0,30,Y,Pass
606036,CCC,2014J,199,M,South Region,HE Qualification,40-50%,35-55,0,90,N,Withdrawn
606047,EEE,2013J,2312,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
606052,GGG,2013J,76,F,North Western Region,Lower Than A Level,30-40%,35-55,0,30,Y,Fail
606062,FFF,2013J,2612,M,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
606063,BBB,2013J,43,F,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
606064,CCC,2014J,1616,F,Scotland,HE Qualification,80-90%,0-35,0,90,N,Pass
606069,BBB,2014B,345,F,Wales,Lower Than A Level,30-40%,0-35,1,120,N,Pass
606079,FFF,2013J,2464,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,120,N,Fail
606082,DDD,2013J,839,M,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass
606089,DDD,2014J,10,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
606097,BBB,2013J,618,F,Wales,A Level or Equivalent,10-20,0-35,0,120,N,Pass
606101,GGG,2014B,617,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass
606104,FFF,2013J,7709,F,North Region,HE Qualification,?,35-55,0,60,N,Distinction
606105,BBB,2014J,170,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
606127,CCC,2014B,351,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
606127,EEE,2014B,889,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
606134,BBB,2014J,1408,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
606143,AAA,2013J,406,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail
606167,FFF,2013J,3204,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
606170,CCC,2014J,802,M,South East Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass
606175,GGG,2014B,248,F,South East Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
606179,BBB,2013J,551,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction
606182,CCC,2014J,29,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn
606182,EEE,2014B,2574,M,Scotland,A Level or Equivalent,70-80%,35-55,0,30,N,Pass
606190,EEE,2013J,1,M,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
606194,BBB,2013J,2663,F,South East Region,A Level or Equivalent,90-100%,35-55,0,120,N,Pass
606206,CCC,2014B,438,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
606206,EEE,2013J,1920,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
606229,BBB,2013J,338,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
606233,GGG,2013J,163,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
606239,BBB,2014J,800,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Pass
606245,GGG,2013J,535,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,Y,Distinction
606257,FFF,2014J,6172,F,North Region,HE Qualification,?,0-35,0,120,N,Pass
606274,GGG,2014B,30,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,1,60,N,Fail
606282,CCC,2014B,897,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass
606296,GGG,2014B,658,F,East Midlands Region,Lower Than A Level,50-60%,35-55,1,60,N,Pass
606304,FFF,2013J,2485,M,Ireland,Lower Than A Level,?,35-55,0,120,N,Pass
606313,BBB,2014B,13023,F,Scotland,HE Qualification,60-70%,35-55,0,75,Y,Pass
606319,DDD,2013J,612,F,South Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass
606322,DDD,2013J,1399,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
606333,BBB,2013J,26,F,East Anglian Region,No Formal quals,30-40%,0-35,0,60,N,Withdrawn
606335,BBB,2014B,1,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn
606344,CCC,2014J,591,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
606344,DDD,2013J,655,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
606345,CCC,2014J,2893,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,90,N,Pass
606350,CCC,2014B,145,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,150,N,Fail
606350,EEE,2014B,36,M,East Anglian Region,A Level or Equivalent,10-20,0-35,1,150,N,Fail
606355,BBB,2013J,1035,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn
606373,EEE,2013J,2260,M,South East Region,HE Qualification,90-100%,35-55,0,30,N,Pass
606377,BBB,2013J,88,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
606386,FFF,2013J,2637,M,Ireland,Lower Than A Level,90-100%,0-35,0,120,N,Fail
606388,BBB,2013J,70,F,Scotland,HE Qualification,0-10%,0-35,0,150,N,Withdrawn
606389,GGG,2014B,3001,M,South East Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass
606391,BBB,2014J,1655,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
606391,GGG,2013J,677,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,30,N,Distinction
606407,FFF,2013J,125,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,120,N,Withdrawn
606407,FFF,2014B,488,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,1,120,N,Fail
606409,GGG,2013J,429,F,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
606410,BBB,2013J,283,M,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Pass
606412,BBB,2013J,166,F,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Pass
606414,BBB,2013J,622,F,Ireland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
606418,GGG,2013J,68,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn
606420,BBB,2013J,1075,F,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Pass
606422,BBB,2013J,576,F,Ireland,Lower Than A Level,80-90%,0-35,0,60,N,Pass
606425,FFF,2013J,1367,M,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
606428,FFF,2013J,1360,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
606428,FFF,2014J,989,M,North Region,A Level or Equivalent,10-20,0-35,1,60,N,Withdrawn
606435,GGG,2013J,248,M,South West Region,Lower Than A Level,10-20,0-35,0,30,N,Pass
606436,FFF,2013J,488,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
606442,BBB,2014J,773,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
606444,CCC,2014B,1240,F,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,Distinction
606444,FFF,2013J,5483,F,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,Distinction
606450,BBB,2013J,642,F,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,Distinction
606458,BBB,2013J,232,F,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,Pass
606459,FFF,2013J,469,M,South West Region,Lower Than A Level,90-100%,0-35,0,90,N,Withdrawn
606463,GGG,2013J,614,F,South East Region,Lower Than A Level,40-50%,35-55,0,30,Y,Distinction
606465,BBB,2013J,218,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
606471,GGG,2013J,381,M,South Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass
606477,BBB,2013J,40,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn
606492,DDD,2013J,130,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
606496,FFF,2013J,795,M,Scotland,Post Graduate Qualification,70-80%,35-55,0,90,N,Fail
606501,BBB,2014B,9,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,120,N,Withdrawn
606513,DDD,2013J,219,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,Y,Withdrawn
606517,BBB,2014J,231,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
606529,BBB,2014B,132,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail
606531,BBB,2014J,7,F,London Region,HE Qualification,20-30%,0-35,0,120,Y,Fail
606535,BBB,2014J,4680,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass
606546,BBB,2013J,382,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
606562,BBB,2013J,2051,F,South Region,HE Qualification,40-50%,0-35,0,120,N,Distinction
606570,GGG,2013J,701,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,30,N,Pass
606572,BBB,2013J,1404,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,120,N,Pass
606574,GGG,2013J,66,F,London Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail
606586,BBB,2014J,30,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
606593,DDD,2013J,692,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
606602,GGG,2014B,47,F,North Western Region,Lower Than A Level,70-80%,0-35,1,60,N,Fail
606606,EEE,2013J,67,M,Scotland,A Level or Equivalent,20-30%,0-35,0,30,N,Fail
606612,FFF,2013J,29,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
606627,BBB,2013J,215,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,Withdrawn
606634,BBB,2014B,325,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,90,N,Pass
606651,BBB,2013J,156,F,South West Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail
606665,CCC,2014B,1004,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,90,N,Fail
606665,DDD,2013J,1610,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass
606685,BBB,2013J,926,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
606690,BBB,2014B,1125,F,Yorkshire Region,HE Qualification,80-90%,0-35,0,120,N,Pass
606697,BBB,2013J,799,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Pass
606707,GGG,2014B,666,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction
606711,FFF,2013J,2393,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
606712,FFF,2013J,2040,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
606713,FFF,2014B,1038,M,Ireland,HE Qualification,0-10%,35-55,0,60,N,Pass
606724,CCC,2014B,1518,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
606724,EEE,2013J,1571,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
606736,BBB,2013J,118,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
606743,EEE,2013J,486,M,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass
606757,DDD,2014J,1279,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,Pass
606762,BBB,2013J,125,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
606788,DDD,2013J,1403,F,London Region,HE Qualification,20-30%,0-35,0,90,Y,Distinction
606797,BBB,2013J,20,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
606802,DDD,2014B,382,F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
606805,FFF,2014J,1501,M,London Region,A Level or Equivalent,40-50%,0-35,1,90,N,Withdrawn
606815,GGG,2013J,643,M,South East Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass
606817,FFF,2013J,113,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
606827,BBB,2013J,36,F,North Western Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
606828,CCC,2014B,76,M,West Midlands Region,Lower Than A Level,?,0-35,0,60,N,Fail
606835,FFF,2013J,7618,M,South West Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass
606837,DDD,2014J,332,M,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail
606856,GGG,2014J,186,F,South East Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn
606858,GGG,2014B,758,M,North Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass
606861,BBB,2014J,861,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
606864,BBB,2014J,385,F,South East Region,HE Qualification,10-20,0-35,0,60,N,Pass
606864,GGG,2013J,616,F,South East Region,HE Qualification,10-20,0-35,0,30,N,Distinction
606869,GGG,2013J,590,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass
606870,FFF,2014B,2419,M,West Midlands Region,Lower Than A Level,80-90%,35-55,0,90,N,Pass
606884,DDD,2014B,1461,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail
606895,GGG,2013J,146,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,90,N,Fail
606903,FFF,2013J,2930,F,South East Region,HE Qualification,60-70%,35-55,0,60,N,Pass
606904,FFF,2014J,1383,F,South Region,A Level or Equivalent,80-90%,0-35,1,90,N,Fail
606905,DDD,2014B,23,F,South Region,A Level or Equivalent,10-20,0-35,1,120,N,Withdrawn
606908,DDD,2013J,1299,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,60,Y,Pass
606911,FFF,2013J,581,M,South West Region,Lower Than A Level,40-50%,35-55,0,150,N,Withdrawn
606911,FFF,2014B,57,M,South West Region,Lower Than A Level,40-50%,35-55,1,150,N,Withdrawn
606914,BBB,2014J,37,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
606918,EEE,2013J,1775,M,South Region,A Level or Equivalent,?,0-35,0,60,N,Distinction
606930,CCC,2014B,58,M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,Withdrawn
606930,FFF,2013J,1961,M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,Withdrawn
606935,FFF,2014B,70,M,Scotland,HE Qualification,20-30%,0-35,1,120,N,Fail
606939,FFF,2013J,3354,M,Yorkshire Region,HE Qualification,40-50%,35-55,0,90,N,Pass
606966,FFF,2013J,1585,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Fail
606967,FFF,2013J,1,M,Scotland,A Level or Equivalent,70-80%,0-35,0,150,N,Withdrawn
606967,FFF,2014B,388,M,Scotland,A Level or Equivalent,70-80%,0-35,1,150,N,Fail
606972,BBB,2013J,3,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
606976,FFF,2014B,1333,M,Ireland,Lower Than A Level,90-100%,0-35,0,60,N,Pass
606977,FFF,2014B,3180,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
606990,FFF,2013J,1535,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
606998,FFF,2013J,177,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Fail
607011,FFF,2013J,333,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,Fail
607018,GGG,2013J,280,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail
607047,CCC,2014J,1097,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass
607047,FFF,2013J,2152,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass
607052,CCC,2014B,1090,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,90,N,Pass
607052,FFF,2013J,4096,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,90,N,Pass
607060,EEE,2013J,418,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
607061,CCC,2014B,592,M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,N,Distinction
607061,DDD,2013J,636,M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,N,Distinction
607062,BBB,2014J,571,F,Scotland,Lower Than A Level,20-30%,0-35,1,120,N,Pass
607063,DDD,2014B,30,F,North Region,A Level or Equivalent,?,0-35,0,90,N,Withdrawn
607068,FFF,2013J,18,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Withdrawn
